ds,Population
2055-09-01,10306816217.82585
2055-10-01,10311886571.878424
2055-11-01,10317125937.73275
2055-12-01,10322196291.785322
2056-01-01,10327435657.63965
2056-02-01,10332675023.493977
2056-03-01,10337576365.744797
2056-04-01,10342815731.599123
2056-05-01,10347886085.651697
2056-06-01,10353125451.506023
2056-07-01,10358195805.558598
2056-08-01,10363435171.412924
2056-09-01,10368674537.26725
2056-10-01,10373744891.319824
2056-11-01,10378984257.17415
2056-12-01,10384054611.226725
2057-01-01,10389293977.08105
2057-02-01,10394533342.935377
2057-03-01,10399265673.384447
2057-04-01,10404505039.238773
2057-05-01,10409575393.291348
2057-06-01,10414814759.145674
2057-07-01,10419885113.198248
2057-08-01,10425124479.052574
2057-09-01,10430363844.9069
2057-10-01,10435434198.959475
2057-11-01,10440673564.8138
2057-12-01,10445743918.866375
2058-01-01,10450983284.720701
2058-02-01,10456222650.575027
2058-03-01,10460954981.024096
2058-04-01,10466194346.878424
2058-05-01,10471264700.930996
2058-06-01,10476504066.785322
2058-07-01,10481574420.837896
2058-08-01,10486813786.692223
2058-09-01,10492053152.54655
2058-10-01,10497123506.599123
2058-11-01,10502362872.45345
2058-12-01,10507433226.506023
2059-01-01,10512672592.36035
2059-02-01,10517911958.214678
2059-03-01,10522644288.663746
2059-04-01,10527883654.518072
2059-05-01,10532954008.570646
2059-06-01,10538193374.424973
2059-07-01,10543263728.477547
2059-08-01,10548503094.331873
2059-09-01,10553742460.1862
2059-10-01,10558812814.238773
2059-11-01,10564052180.0931
2059-12-01,10569122534.145674
2060-01-01,10574361900.0
2060-02-01,10578970017.328224
2060-03-01,10583280836.764303
2060-04-01,10587888954.092527
2060-05-01,10592348422.474678
2060-06-01,10596956539.802902
2060-07-01,10601416008.185053
2060-08-01,10606024125.513277
2060-09-01,10610632242.8415
2060-10-01,10615091711.223652
2060-11-01,10619699828.551876
2060-12-01,10624159296.934027
2061-01-01,10628767414.26225
2061-02-01,10633375531.590473
2061-03-01,10637537702.080482
2061-04-01,10642145819.408705
2061-05-01,10646605287.790857
2061-06-01,10651213405.11908
2061-07-01,10655672873.501232
2061-08-01,10660280990.829454
2061-09-01,10664889108.157679
2061-10-01,10669348576.539831
2061-11-01,10673956693.868053
2061-12-01,10678416162.250206
2062-01-01,10683024279.578428
2062-02-01,10687632396.906652
2062-03-01,10691794567.39666
2062-04-01,10696402684.724884
2062-05-01,10700862153.107035
2062-06-01,10705470270.435259
2062-07-01,10709929738.81741
2062-08-01,10714537856.145634
2062-09-01,10719145973.473858
2062-10-01,10723605441.856009
2062-11-01,10728213559.184233
2062-12-01,10732673027.566383
2063-01-01,10737281144.894608
2063-02-01,10741889262.22283
2063-03-01,10746051432.71284
2063-04-01,10750659550.041061
2063-05-01,10755119018.423214
2063-06-01,10759727135.751436
2063-07-01,10764186604.133589
2063-08-01,10768794721.461813
2063-09-01,10773402838.790035
2063-10-01,10777862307.172188
2063-11-01,10782470424.50041
2063-12-01,10786929892.882563
2064-01-01,10791538010.210785
2064-02-01,10796146127.53901
2064-03-01,10800456946.975088
2064-04-01,10805065064.303312
2064-05-01,10809524532.685465
2064-06-01,10814132650.013687
2064-07-01,10818592118.39584
2064-08-01,10823200235.724062
2064-09-01,10827808353.052286
2064-10-01,10832267821.434437
2064-11-01,10836875938.762661
2064-12-01,10841335407.144812
2065-01-01,10845943524.473036
2065-02-01,10850551641.80126
2065-03-01,10854713812.291267
2065-04-01,10859321929.619492
2065-05-01,10863781398.001642
2065-06-01,10868389515.329866
2065-07-01,10872848983.712017
2065-08-01,10877457101.040241
2065-09-01,10882065218.368464
2065-10-01,10886524686.750616
2065-11-01,10891132804.07884
2065-12-01,10895592272.46099
2066-01-01,10900200389.789215
2066-02-01,10904808507.117437
2066-03-01,10908970677.607447
2066-04-01,10913578794.935669
2066-05-01,10918038263.317822
2066-06-01,10922646380.646044
2066-07-01,10927105849.028196
2066-08-01,10931713966.356419
2066-09-01,10936322083.684643
2066-10-01,10940781552.066795
2066-11-01,10945389669.395018
2066-12-01,10949849137.77717
2067-01-01,10954457255.105392
2067-02-01,10959065372.433617
2067-03-01,10963227542.923624
2067-04-01,10967835660.251848
2067-05-01,10972295128.633999
2067-06-01,10976903245.962223
2067-07-01,10981362714.344374
2067-08-01,10985970831.672598
2067-09-01,10990578949.000822
2067-10-01,10995038417.382973
2067-11-01,10999646534.711197
2067-12-01,11004106003.093348
2068-01-01,11008714120.421572
2068-02-01,11013322237.749794
2068-03-01,11017633057.185875
2068-04-01,11022241174.514097
2068-05-01,11026700642.89625
2068-06-01,11031308760.224474
2068-07-01,11035768228.606625
2068-08-01,11040376345.934849
2068-09-01,11044984463.263071
2068-10-01,11049443931.645224
2068-11-01,11054052048.973446
2068-12-01,11058511517.355598
2069-01-01,11063119634.68382
2069-02-01,11067727752.012045
2069-03-01,11071889922.502052
2069-04-01,11076498039.830276
2069-05-01,11080957508.21243
2069-06-01,11085565625.540651
2069-07-01,11090025093.922804
2069-08-01,11094633211.251026
2069-09-01,11099241328.57925
2069-10-01,11103700796.961401
2069-11-01,11108308914.289625
2069-12-01,11112768382.671776
2070-01-01,11117376500.0
2070-02-01,11121756895.071194
2070-03-01,11125713380.94195
2070-04-01,11130093776.013144
2070-05-01,11134332868.017525
2070-06-01,11138713263.088718
2070-07-01,11142952355.0931
2070-08-01,11147332750.164293
2070-09-01,11151713145.235487
2070-10-01,11155952237.239868
2070-11-01,11160332632.311062
2070-12-01,11164571724.315443
2071-01-01,11168952119.386637
2071-02-01,11173332514.45783
2071-03-01,11177289000.328587
2071-04-01,11181669395.39978
2071-05-01,11185908487.404161
2071-06-01,11190288882.475355
2071-07-01,11194527974.479736
2071-08-01,11198908369.550932
2071-09-01,11203288764.622126
2071-10-01,11207527856.626507
2071-11-01,11211908251.6977
2071-12-01,11216147343.702082
2072-01-01,11220527738.773275
2072-02-01,11224908133.84447
2072-03-01,11229005922.782038
2072-04-01,11233386317.853231
2072-05-01,11237625409.857613
2072-06-01,11242005804.928806
2072-07-01,11246244896.933187
2072-08-01,11250625292.004381
2072-09-01,11255005687.075575
2072-10-01,11259244779.079956
2072-11-01,11263625174.15115
2072-12-01,11267864266.15553
2073-01-01,11272244661.226725
2073-02-01,11276625056.297918
2073-03-01,11280581542.168674
2073-04-01,11284961937.239868
2073-05-01,11289201029.24425
2073-06-01,11293581424.315443
2073-07-01,11297820516.319824
2073-08-01,11302200911.391018
2073-09-01,11306581306.462212
2073-10-01,11310820398.466593
2073-11-01,11315200793.537788
2073-12-01,11319439885.54217
2074-01-01,11323820280.613363
2074-02-01,11328200675.684557
2074-03-01,11332157161.555311
2074-04-01,11336537556.626507
2074-05-01,11340776648.630888
2074-06-01,11345157043.702082
2074-07-01,11349396135.706463
2074-08-01,11353776530.777657
2074-09-01,11358156925.84885
2074-10-01,11362396017.853231
2074-11-01,11366776412.924425
2074-12-01,11371015504.928806
2075-01-01,11375395900.0
2075-02-01,11379776295.071194
2075-03-01,11383732780.94195
2075-04-01,11388113176.013144
2075-05-01,11392352268.017525
2075-06-01,11396732663.088718
2075-07-01,11400971755.0931
2075-08-01,11405352150.164293
2075-09-01,11409732545.235487
2075-10-01,11413971637.239868
2075-11-01,11418352032.311062
2075-12-01,11422591124.315443
2076-01-01,11426971519.386637
2076-02-01,11431351914.45783
2076-03-01,11435449703.3954
2076-04-01,11439830098.466593
2076-05-01,11444069190.470974
2076-06-01,11448449585.54217
2076-07-01,11452688677.54655
2076-08-01,11457069072.617744
2076-09-01,11461449467.688938
2076-10-01,11465688559.69332
2076-11-01,11470068954.764513
2076-12-01,11474308046.768894
2077-01-01,11478688441.840088
2077-02-01,11483068836.911282
2077-03-01,11487025322.782038
2077-04-01,11491405717.853231
2077-05-01,11495644809.857613
2077-06-01,11500025204.928806
2077-07-01,11504264296.933187
2077-08-01,11508644692.004381
2077-09-01,11513025087.075575
2077-10-01,11517264179.079956
2077-11-01,11521644574.15115
2077-12-01,11525883666.15553
2078-01-01,11530264061.226725
2078-02-01,11534644456.297918
2078-03-01,11538600942.168674
2078-04-01,11542981337.239868
2078-05-01,11547220429.24425
2078-06-01,11551600824.315443
2078-07-01,11555839916.319824
2078-08-01,11560220311.391018
2078-09-01,11564600706.462212
2078-10-01,11568839798.466593
2078-11-01,11573220193.537788
2078-12-01,11577459285.54217
2079-01-01,11581839680.613363
2079-02-01,11586220075.684557
2079-03-01,11590176561.555311
2079-04-01,11594556956.626507
2079-05-01,11598796048.630888
2079-06-01,11603176443.702082
2079-07-01,11607415535.706463
2079-08-01,11611795930.777657
2079-09-01,11616176325.84885
2079-10-01,11620415417.853231
2079-11-01,11624795812.924425
2079-12-01,11629034904.928806
2080-01-01,11633415300.0
2080-02-01,11637666124.719408
2080-03-01,11641642702.682726
2080-04-01,11645893527.402136
2080-05-01,11650007228.743498
2080-06-01,11654258053.462908
2080-07-01,11658371754.80427
2080-08-01,11662622579.52368
2080-09-01,11666873404.243088
2080-10-01,11670987105.584452
2080-11-01,11675237930.30386
2080-12-01,11679351631.645224
2081-01-01,11683602456.364632
2081-02-01,11687853281.08404
2081-03-01,11691692735.669313
2081-04-01,11695943560.388721
2081-05-01,11700057261.730085
2081-06-01,11704308086.449493
2081-07-01,11708421787.790857
2081-08-01,11712672612.510265
2081-09-01,11716923437.229673
2081-10-01,11721037138.571037
2081-11-01,11725287963.290445
2081-12-01,11729401664.63181
2082-01-01,11733652489.351217
2082-02-01,11737903314.070627
2082-03-01,11741742768.6559
2082-04-01,11745993593.375307
2082-05-01,11750107294.716671
2082-06-01,11754358119.436079
2082-07-01,11758471820.777443
2082-08-01,11762722645.496851
2082-09-01,11766973470.21626
2082-10-01,11771087171.557625
2082-11-01,11775337996.277033
2082-12-01,11779451697.618397
2083-01-01,11783702522.337805
2083-02-01,11787953347.057213
2083-03-01,11791792801.642487
2083-04-01,11796043626.361895
2083-05-01,11800157327.703259
2083-06-01,11804408152.422667
2083-07-01,11808521853.76403
2083-08-01,11812772678.483438
2083-09-01,11817023503.202847
2083-10-01,11821137204.54421
2083-11-01,11825388029.263618
2083-12-01,11829501730.604982
2084-01-01,11833752555.32439
2084-02-01,11838003380.0438
2084-03-01,11841979958.007118
2084-04-01,11846230782.726526
2084-05-01,11850344484.06789
2084-06-01,11854595308.787298
2084-07-01,11858709010.128662
2084-08-01,11862959834.84807
2084-09-01,11867210659.567478
2084-10-01,11871324360.908842
2084-11-01,11875575185.62825
2084-12-01,11879688886.969614
2085-01-01,11883939711.689022
2085-02-01,11888190536.408432
2085-03-01,11892029990.993704
2085-04-01,11896280815.713112
2085-05-01,11900394517.054476
2085-06-01,11904645341.773884
2085-07-01,11908759043.115248
2085-08-01,11913009867.834656
2085-09-01,11917260692.554066
2085-10-01,11921374393.895428
2085-11-01,11925625218.614838
2085-12-01,11929738919.9562
2086-01-01,11933989744.67561
2086-02-01,11938240569.395018
2086-03-01,11942080023.98029
2086-04-01,11946330848.6997
2086-05-01,11950444550.041061
2086-06-01,11954695374.760471
2086-07-01,11958809076.101833
2086-08-01,11963059900.821243
2086-09-01,11967310725.540651
2086-10-01,11971424426.882015
2086-11-01,11975675251.601423
2086-12-01,11979788952.942787
2087-01-01,11984039777.662195
2087-02-01,11988290602.381603
2087-03-01,11992130056.966877
2087-04-01,11996380881.686285
2087-05-01,12000494583.027649
2087-06-01,12004745407.747057
2087-07-01,12008859109.08842
2087-08-01,12013109933.807829
2087-09-01,12017360758.527237
2087-10-01,12021474459.8686
2087-11-01,12025725284.588009
2087-12-01,12029838985.929373
2088-01-01,12034089810.648783
2088-02-01,12038340635.36819
2088-03-01,12042317213.331509
2088-04-01,12046568038.050917
2088-05-01,12050681739.39228
2088-06-01,12054932564.111689
2088-07-01,12059046265.453053
2088-08-01,12063297090.17246
2088-09-01,12067547914.89187
2088-10-01,12071661616.233232
2088-11-01,12075912440.952642
2088-12-01,12080026142.294004
2089-01-01,12084276967.013414
2089-02-01,12088527791.732822
2089-03-01,12092367246.318094
2089-04-01,12096618071.037504
2089-05-01,12100731772.378866
2089-06-01,12104982597.098276
2089-07-01,12109096298.439638
2089-08-01,12113347123.159048
2089-09-01,12117597947.878456
2089-10-01,12121711649.21982
2089-11-01,12125962473.939228
2089-12-01,12130076175.280592
2090-01-01,12134327000.0
2090-02-01,12138450785.1862
2090-03-01,12142175494.386637
2090-04-01,12146299279.572836
2090-05-01,12150290039.430449
2090-06-01,12154413824.616648
2090-07-01,12158404584.47426
2090-08-01,12162528369.66046
2090-09-01,12166652154.846659
2090-10-01,12170642914.704271
2090-11-01,12174766699.89047
2090-12-01,12178757459.748083
2091-01-01,12182881244.934282
2091-02-01,12187005030.120481
2091-03-01,12190729739.32092
2091-04-01,12194853524.50712
2091-05-01,12198844284.36473
2091-06-01,12202968069.550932
2091-07-01,12206958829.408543
2091-08-01,12211082614.594742
2091-09-01,12215206399.780941
2091-10-01,12219197159.638554
2091-11-01,12223320944.824753
2091-12-01,12227311704.682365
2092-01-01,12231435489.868565
2092-02-01,12235559275.054764
2092-03-01,12239417009.58379
2092-04-01,12243540794.769989
2092-05-01,12247531554.627602
2092-06-01,12251655339.8138
2092-07-01,12255646099.671413
2092-08-01,12259769884.857613
2092-09-01,12263893670.043812
2092-10-01,12267884429.901424
2092-11-01,12272008215.087624
2092-12-01,12275998974.945236
2093-01-01,12280122760.131435
2093-02-01,12284246545.317635
2093-03-01,12287971254.518072
2093-04-01,12292095039.704271
2093-05-01,12296085799.561884
2093-06-01,12300209584.748083
2093-07-01,12304200344.605696
2093-08-01,12308324129.791895
2093-09-01,12312447914.978094
2093-10-01,12316438674.835707
2093-11-01,12320562460.021906
2093-12-01,12324553219.879519
2094-01-01,12328677005.065718
2094-02-01,12332800790.251917
2094-03-01,12336525499.452354
2094-04-01,12340649284.638554
2094-05-01,12344640044.496166
2094-06-01,12348763829.682365
2094-07-01,12352754589.539978
2094-08-01,12356878374.726177
2094-09-01,12361002159.912376
2094-10-01,12364992919.769989
2094-11-01,12369116704.956188
2094-12-01,12373107464.8138
2095-01-01,12377231250.0
2095-02-01,12381355035.1862
2095-03-01,12385079744.386637
2095-04-01,12389203529.572836
2095-05-01,12393194289.430449
2095-06-01,12397318074.616648
2095-07-01,12401308834.47426
2095-08-01,12405432619.66046
2095-09-01,12409556404.846659
2095-10-01,12413547164.704271
2095-11-01,12417670949.89047
2095-12-01,12421661709.748083
2096-01-01,12425785494.934282
2096-02-01,12429909280.120481
2096-03-01,12433767014.649508
2096-04-01,12437890799.835707
2096-05-01,12441881559.69332
2096-06-01,12446005344.879519
2096-07-01,12449996104.737131
2096-08-01,12454119889.92333
2096-09-01,12458243675.10953
2096-10-01,12462234434.967142
2096-11-01,12466358220.153341
2096-12-01,12470348980.010952
2097-01-01,12474472765.197153
2097-02-01,12478596550.383352
2097-03-01,12482321259.58379
2097-04-01,12486445044.769989
2097-05-01,12490435804.627602
2097-06-01,12494559589.8138
2097-07-01,12498550349.671413
2097-08-01,12502674134.857613
2097-09-01,12506797920.043812
2097-10-01,12510788679.901424
2097-11-01,12514912465.087624
2097-12-01,12518903224.945236
2098-01-01,12523027010.131435
2098-02-01,12527150795.317635
2098-03-01,12530875504.518072
2098-04-01,12534999289.704271
2098-05-01,12538990049.561884
2098-06-01,12543113834.748083
2098-07-01,12547104594.605696
2098-08-01,12551228379.791895
2098-09-01,12555352164.978094
2098-10-01,12559342924.835707
2098-11-01,12563466710.021906
2098-12-01,12567457469.879519
2099-01-01,12571581255.065718
2099-02-01,12575705040.251917
2099-03-01,12579429749.452354
2099-04-01,12583553534.638554
2099-05-01,12587544294.496166
2099-06-01,12591668079.682365
2099-07-01,12595658839.539978
2099-08-01,12599782624.726177
2099-09-01,12603906409.912376
2099-10-01,12607897169.769989
2099-11-01,12612020954.956188
2099-12-01,12616011714.8138
2100-01-01,12620135500.0
