ds,Consumption
2056-10-01,257741.32717683254
2056-11-01,257883.3639370482
2056-12-01,258020.81886628916
2057-01-01,258162.85562650484
2057-02-01,258304.89238672052
2057-03-01,258433.18365401207
2057-04-01,258575.22041422772
2057-05-01,258712.6753434687
2057-06-01,258854.71210368435
2057-07-01,258992.16703292532
2057-08-01,259134.20379314097
2057-09-01,259276.24055335665
2057-10-01,259413.6954825976
2057-11-01,259555.73224281328
2057-12-01,259693.18717205423
2058-01-01,259835.2239322699
2058-02-01,259977.26069248558
2058-03-01,260105.55195977713
2058-04-01,260247.58871999278
2058-05-01,260385.04364923376
2058-06-01,260527.0804094494
2058-07-01,260664.5353386904
2058-08-01,260806.57209890604
2058-09-01,260948.6088591217
2058-10-01,261086.06378836266
2058-11-01,261228.10054857834
2058-12-01,261365.5554778193
2059-01-01,261507.59223803497
2059-02-01,261649.62899825064
2059-03-01,261777.9202655422
2059-04-01,261919.95702575785
2059-05-01,262057.41195499882
2059-06-01,262199.4487152145
2059-07-01,262336.9036444554
2059-08-01,262478.9404046711
2059-09-01,262620.9771648868
2059-10-01,262758.43209412775
2059-11-01,262900.4688543434
2059-12-01,263037.9237835844
2060-01-01,263179.9605438
2060-02-01,263326.35709307337
2060-03-01,263463.30870368396
2060-04-01,263609.7052529573
2060-05-01,263751.3793328993
2060-06-01,263897.77588217263
2060-07-01,264039.4499621146
2060-08-01,264185.84651138796
2060-09-01,264332.24306066136
2060-10-01,264473.9171406033
2060-11-01,264620.3136898767
2060-12-01,264761.98776981863
2061-01-01,264908.38431909203
2061-02-01,265054.7808683654
2061-03-01,265187.01000964455
2061-04-01,265333.4065589179
2061-05-01,265475.0806388599
2061-06-01,265621.4771881332
2061-07-01,265763.1512680752
2061-08-01,265909.54781734856
2061-09-01,266055.9443666219
2061-10-01,266197.6184465639
2061-11-01,266344.01499583723
2061-12-01,266485.6890757792
2062-01-01,266632.08562505257
2062-02-01,266778.48217432597
2062-03-01,266910.71131560515
2062-04-01,267057.1078648785
2062-05-01,267198.7819448204
2062-06-01,267345.1784940938
2062-07-01,267486.85257403576
2062-08-01,267633.24912330916
2062-09-01,267779.6456725825
2062-10-01,267921.3197525245
2062-11-01,268067.71630179783
2062-12-01,268209.3903817398
2063-01-01,268355.78693101316
2063-02-01,268502.1834802865
2063-03-01,268634.4126215657
2063-04-01,268780.8091708391
2063-05-01,268922.483250781
2063-06-01,269068.8798000544
2063-07-01,269210.55387999635
2063-08-01,269356.95042926975
2063-09-01,269503.3469785431
2063-10-01,269645.021058485
2063-11-01,269791.4176077584
2063-12-01,269933.09168770036
2064-01-01,270079.48823697376
2064-02-01,270225.8847862471
2064-03-01,270362.8363968577
2064-04-01,270509.23294613103
2064-05-01,270650.907026073
2064-06-01,270797.30357534636
2064-07-01,270938.97765528836
2064-08-01,271085.3742045617
2064-09-01,271231.7707538351
2064-10-01,271373.44483377703
2064-11-01,271519.8413830504
2064-12-01,271661.51546299236
2065-01-01,271807.9120122657
2065-02-01,271954.3085615391
2065-03-01,272086.5377028183
2065-04-01,272232.9342520916
2065-05-01,272374.6083320336
2065-06-01,272521.00488130696
2065-07-01,272662.6789612489
2065-08-01,272809.0755105223
2065-09-01,272955.47205979563
2065-10-01,273097.1461397376
2065-11-01,273243.54268901097
2065-12-01,273385.21676895296
2066-01-01,273531.6133182263
2066-02-01,273678.0098674997
2066-03-01,273810.2390087788
2066-04-01,273956.6355580522
2066-05-01,274098.30963799416
2066-06-01,274244.70618726755
2066-07-01,274386.3802672095
2066-08-01,274532.7768164829
2066-09-01,274679.1733657562
2066-10-01,274820.8474456982
2066-11-01,274967.24399497156
2066-12-01,275108.9180749135
2067-01-01,275255.3146241869
2067-02-01,275401.71117346024
2067-03-01,275533.9403147394
2067-04-01,275680.33686401276
2067-05-01,275822.01094395475
2067-06-01,275968.4074932281
2067-07-01,276110.0815731701
2067-08-01,276256.4781224434
2067-09-01,276402.8746717168
2067-10-01,276544.54875165876
2067-11-01,276690.94530093216
2067-12-01,276832.6193808741
2068-01-01,276979.0159301475
2068-02-01,277125.41247942083
2068-03-01,277262.3640900314
2068-04-01,277408.76063930476
2068-05-01,277550.43471924675
2068-06-01,277696.8312685201
2068-07-01,277838.5053484621
2068-08-01,277984.9018977354
2068-09-01,278131.29844700877
2068-10-01,278272.97252695076
2068-11-01,278419.3690762241
2068-12-01,278561.0431561661
2069-01-01,278707.43970543944
2069-02-01,278853.83625471283
2069-03-01,278986.06539599196
2069-04-01,279132.46194526536
2069-05-01,279274.1360252073
2069-06-01,279420.5325744807
2069-07-01,279562.2066544226
2069-08-01,279708.603203696
2069-09-01,279854.99975296936
2069-10-01,279996.67383291136
2069-11-01,280143.0703821847
2069-12-01,280284.7444621267
2070-01-01,280431.14101140003
2070-02-01,280577.76180077886
2070-03-01,280710.19348150806
2070-04-01,280856.8142708869
2070-05-01,280998.7053573825
2070-06-01,281145.3261467613
2070-07-01,281287.2172332569
2070-08-01,281433.8380226357
2070-09-01,281580.45881201455
2070-10-01,281722.34989851015
2070-11-01,281868.97068788897
2070-12-01,282010.86177438457
2071-01-01,282157.4825637634
2071-02-01,282304.1033531422
2071-03-01,282436.5350338714
2071-04-01,282583.15582325024
2071-05-01,282725.04690974584
2071-06-01,282871.66769912466
2071-07-01,283013.5587856203
2071-08-01,283160.1795749991
2071-09-01,283306.8003643779
2071-10-01,283448.6914508735
2071-11-01,283595.31224025233
2071-12-01,283737.2033267479
2072-01-01,283883.82411612675
2072-02-01,284030.4449055056
2072-03-01,284167.606289118
2072-04-01,284314.22707849677
2072-05-01,284456.1181649924
2072-06-01,284602.73895437125
2072-07-01,284744.63004086685
2072-08-01,284891.25083024567
2072-09-01,285037.87161962443
2072-10-01,285179.7627061201
2072-11-01,285326.38349549886
2072-12-01,285468.2745819945
2073-01-01,285614.8953713733
2073-02-01,285761.5161607521
2073-03-01,285893.94784148136
2073-04-01,286040.5686308602
2073-05-01,286182.4597173558
2073-06-01,286329.0805067346
2073-07-01,286470.9715932302
2073-08-01,286617.59238260903
2073-09-01,286764.2131719878
2073-10-01,286906.10425848345
2073-11-01,287052.7250478622
2073-12-01,287194.6161343579
2074-01-01,287341.23692373664
2074-02-01,287487.85771311546
2074-03-01,287620.2893938447
2074-04-01,287766.91018322355
2074-05-01,287908.80126971914
2074-06-01,288055.42205909797
2074-07-01,288197.31314559357
2074-08-01,288343.9339349724
2074-09-01,288490.55472435115
2074-10-01,288632.4458108468
2074-11-01,288779.0666002256
2074-12-01,288920.95768672123
2075-01-01,289067.5784761
2075-02-01,289214.1992654788
2075-03-01,289346.6309462081
2075-04-01,289493.2517355869
2075-05-01,289635.1428220825
2075-06-01,289781.7636114613
2075-07-01,289923.6546979569
2075-08-01,290070.27548733575
2075-09-01,290216.8962767145
2075-10-01,290358.78736321017
2075-11-01,290505.40815258893
2075-12-01,290647.2992390846
2076-01-01,290793.9200284634
2076-02-01,290940.5408178422
2076-03-01,291077.7022014546
2076-04-01,291224.32299083343
2076-05-01,291366.21407732903
2076-06-01,291512.83486670785
2076-07-01,291654.72595320345
2076-08-01,291801.3467425823
2076-09-01,291947.9675319611
2076-10-01,292089.8586184567
2076-11-01,292236.4794078355
2076-12-01,292378.3704943311
2077-01-01,292524.99128370994
2077-02-01,292671.61207308876
2077-03-01,292804.04375381797
2077-04-01,292950.6645431968
2077-05-01,293092.5556296924
2077-06-01,293239.1764190712
2077-07-01,293381.0675055668
2077-08-01,293527.68829494563
2077-09-01,293674.30908432446
2077-10-01,293816.20017082006
2077-11-01,293962.8209601989
2077-12-01,294104.7120466945
2078-01-01,294251.3328360733
2078-02-01,294397.9536254521
2078-03-01,294530.3853061813
2078-04-01,294677.00609556015
2078-05-01,294818.89718205575
2078-06-01,294965.5179714346
2078-07-01,295107.40905793017
2078-08-01,295254.029847309
2078-09-01,295400.6506366878
2078-10-01,295542.5417231834
2078-11-01,295689.16251256224
2078-12-01,295831.05359905784
2079-01-01,295977.67438843666
2079-02-01,296124.2951778155
2079-03-01,296256.7268585447
2079-04-01,296403.3476479235
2079-05-01,296545.2387344191
2079-06-01,296691.85952379793
2079-07-01,296833.75061029353
2079-08-01,296980.37139967235
2079-09-01,297126.9921890512
2079-10-01,297268.8832755468
2079-11-01,297415.5040649256
2079-12-01,297557.3951514212
2080-01-01,297704.0159408
2080-02-01,297868.55689124216
2080-03-01,298022.48229649453
2080-04-01,298187.0232469367
2080-05-01,298346.2564247839
2080-06-01,298510.7973752261
2080-07-01,298670.03055307333
2080-08-01,298834.5715035155
2080-09-01,298999.11245395767
2080-10-01,299158.3456318049
2080-11-01,299322.88658224704
2080-12-01,299482.1197600943
2081-01-01,299646.66071053647
2081-02-01,299811.2016609786
2081-03-01,299959.8192936361
2081-04-01,300124.3602440782
2081-05-01,300283.59342192544
2081-06-01,300448.13437236764
2081-07-01,300607.36755021487
2081-08-01,300771.908500657
2081-09-01,300936.44945109915
2081-10-01,301095.68262894644
2081-11-01,301260.2235793886
2081-12-01,301419.4567572358
2082-01-01,301583.997707678
2082-02-01,301748.53865812015
2082-03-01,301897.1562907776
2082-04-01,302061.69724121975
2082-05-01,302220.930419067
2082-06-01,302385.4713695091
2082-07-01,302544.7045473564
2082-08-01,302709.24549779855
2082-09-01,302873.7864482407
2082-10-01,303033.019626088
2082-11-01,303197.5605765301
2082-12-01,303356.79375437734
2083-01-01,303521.33470481954
2083-02-01,303685.8756552617
2083-03-01,303834.4932879191
2083-04-01,303999.0342383613
2083-05-01,304158.2674162085
2083-06-01,304322.80836665066
2083-07-01,304482.04154449794
2083-08-01,304646.5824949401
2083-09-01,304811.1234453822
2083-10-01,304970.3566232295
2083-11-01,305134.89757367165
2083-12-01,305294.1307515189
2084-01-01,305458.6717019611
2084-02-01,305623.2126524032
2084-03-01,305777.13805765554
2084-04-01,305941.67900809774
2084-05-01,306100.91218594497
2084-06-01,306265.4531363871
2084-07-01,306424.6863142344
2084-08-01,306589.22726467653
2084-09-01,306753.7682151187
2084-10-01,306913.00139296596
2084-11-01,307077.5423434081
2084-12-01,307236.77552125533
2085-01-01,307401.3164716975
2085-02-01,307565.85742213967
2085-03-01,307714.4750547971
2085-04-01,307879.0160052393
2085-05-01,308038.2491830865
2085-06-01,308202.79013352864
2085-07-01,308362.02331137593
2085-08-01,308526.5642618181
2085-09-01,308691.1052122602
2085-10-01,308850.33839010744
2085-11-01,309014.87934054964
2085-12-01,309174.11251839687
2086-01-01,309338.653468839
2086-02-01,309503.1944192812
2086-03-01,309651.8120519386
2086-04-01,309816.35300238075
2086-05-01,309975.58618022804
2086-06-01,310140.1271306702
2086-07-01,310299.3603085174
2086-08-01,310463.9012589596
2086-09-01,310628.44220940175
2086-10-01,310787.675387249
2086-11-01,310952.2163376912
2086-12-01,311111.4495155384
2087-01-01,311275.99046598055
2087-02-01,311440.53141642275
2087-03-01,311589.14904908015
2087-04-01,311753.6899995223
2087-05-01,311912.9231773696
2087-06-01,312077.4641278117
2087-07-01,312236.69730565895
2087-08-01,312401.23825610115
2087-09-01,312565.7792065433
2087-10-01,312725.0123843905
2087-11-01,312889.5533348327
2087-12-01,313048.78651267994
2088-01-01,313213.3274631221
2088-02-01,313377.8684135643
2088-03-01,313531.7938188166
2088-04-01,313696.33476925874
2088-05-01,313855.567947106
2088-06-01,314020.10889754817
2088-07-01,314179.3420753954
2088-08-01,314343.8830258376
2088-09-01,314508.42397627974
2088-10-01,314667.65715412697
2088-11-01,314832.1981045691
2088-12-01,314991.4312824164
2089-01-01,315155.97223285853
2089-02-01,315320.5131833007
2089-03-01,315469.13081595814
2089-04-01,315633.6717664003
2089-05-01,315792.9049442475
2089-06-01,315957.4458946897
2089-07-01,316116.67907253694
2089-08-01,316281.2200229791
2089-09-01,316445.7609734213
2089-10-01,316604.9941512685
2089-11-01,316769.53510171064
2089-12-01,316928.76827955793
2090-01-01,317093.3092300001
2090-02-01,317267.1029068224
2090-03-01,317424.0778407265
2090-04-01,317597.8715175488
2090-05-01,317766.05894673173
2090-06-01,317939.85262355406
2090-07-01,318108.040052737
2090-08-01,318281.8337295593
2090-09-01,318455.62740638165
2090-10-01,318623.8148355646
2090-11-01,318797.6085123869
2090-12-01,318965.79594156984
2091-01-01,319139.5896183922
2091-02-01,319313.3832952145
2091-03-01,319470.3582291186
2091-04-01,319644.1519059409
2091-05-01,319812.33933512383
2091-06-01,319986.13301194616
2091-07-01,320154.3204411291
2091-08-01,320328.1141179514
2091-09-01,320501.90779477375
2091-10-01,320670.0952239567
2091-11-01,320843.888900779
2091-12-01,321012.07632996194
2092-01-01,321185.8700067843
2092-02-01,321359.66368360666
2092-03-01,321522.24486515013
2092-04-01,321696.03854197246
2092-05-01,321864.2259711554
2092-06-01,322038.0196479777
2092-07-01,322206.20707716065
2092-08-01,322380.000753983
2092-09-01,322553.7944308053
2092-10-01,322721.98185998824
2092-11-01,322895.7755368106
2092-12-01,323063.9629659935
2093-01-01,323237.75664281583
2093-02-01,323411.55031963816
2093-03-01,323568.52525354223
2093-04-01,323742.31893036456
2093-05-01,323910.5063595475
2093-06-01,324084.3000363698
2093-07-01,324252.48746555275
2093-08-01,324426.2811423751
2093-09-01,324600.0748191974
2093-10-01,324768.26224838034
2093-11-01,324942.0559252027
2093-12-01,325110.2433543856
2094-01-01,325284.03703120793
2094-02-01,325457.8307080303
2094-03-01,325614.80564193433
2094-04-01,325788.59931875666
2094-05-01,325956.7867479396
2094-06-01,326130.5804247619
2094-07-01,326298.76785394485
2094-08-01,326472.5615307672
2094-09-01,326646.3552075896
2094-10-01,326814.54263677244
2094-11-01,326988.33631359483
2094-12-01,327156.5237427777
2095-01-01,327330.31741960003
2095-02-01,327504.1110964224
2095-03-01,327661.08603032643
2095-04-01,327834.8797071488
2095-05-01,328003.0671363317
2095-06-01,328176.8608131541
2095-07-01,328345.04824233695
2095-08-01,328518.84191915934
2095-09-01,328692.6355959817
2095-10-01,328860.82302516454
2095-11-01,329034.61670198693
2095-12-01,329202.8041311698
2096-01-01,329376.5978079922
2096-02-01,329550.3914848145
2096-03-01,329712.972666358
2096-04-01,329886.7663431803
2096-05-01,330054.95377236325
2096-06-01,330228.7474491856
2096-07-01,330396.9348783685
2096-08-01,330570.72855519084
2096-09-01,330744.5222320132
2096-10-01,330912.7096611961
2096-11-01,331086.50333801843
2096-12-01,331254.69076720136
2097-01-01,331428.4844440237
2097-02-01,331602.2781208461
2097-03-01,331759.2530547501
2097-04-01,331933.0467315725
2097-05-01,332101.23416075535
2097-06-01,332275.0278375777
2097-07-01,332443.2152667606
2097-08-01,332617.00894358294
2097-09-01,332790.80262040533
2097-10-01,332958.9900495882
2097-11-01,333132.7837264106
2097-12-01,333300.97115559346
2098-01-01,333474.76483241585
2098-02-01,333648.5585092382
2098-03-01,333805.5334431422
2098-04-01,333979.3271199646
2098-05-01,334147.51454914745
2098-06-01,334321.30822596984
2098-07-01,334489.4956551527
2098-08-01,334663.2893319751
2098-09-01,334837.08300879743
2098-10-01,335005.27043798036
2098-11-01,335179.0641148027
2098-12-01,335347.2515439856
2099-01-01,335521.04522080795
2099-02-01,335694.8388976303
2099-03-01,335851.81383153435
2099-04-01,336025.6075083567
2099-05-01,336193.7949375396
2099-06-01,336367.58861436194
2099-07-01,336535.7760435449
2099-08-01,336709.5697203672
2099-09-01,336883.36339718953
2099-10-01,337051.55082637246
2099-11-01,337225.3445031948
2099-12-01,337393.5319323777
2100-01-01,337567.32560920005
