year,month,Monthly Anamoly,Monthly Unc.,city_num,DateTime
1827,4,15.612,2.209,1,1827-04-01
1827,5,20.259999999999998,1.895,1,1827-05-01
1827,6,24.974,1.732,1,1827-06-01
1827,7,28.725,1.705,1,1827-07-01
1827,8,28.157,1.81,1,1827-08-01
1827,9,23.596999999999998,1.805,1,1827-09-01
1827,10,17.223999999999997,1.579,1,1827-10-01
1827,11,11.235000000000001,2.162,1,1827-11-01
1827,12,5.569,1.875,1,1827-12-01
1828,1,1.8800000000000001,2.136,1,1828-01-01
1828,2,3.4560000000000004,2.248,1,1828-02-01
1828,3,8.795,1.761,1,1828-03-01
1828,4,14.405000000000001,2.213,1,1828-04-01
1828,5,19.683,1.697,1,1828-05-01
1828,6,24.527,1.768,1,1828-06-01
1828,7,28.014000000000003,2.002,1,1828-07-01
1828,8,27.722,1.412,1,1828-08-01
1828,9,22.488999999999997,1.884,1,1828-09-01
1828,10,,,1,1828-10-01
1828,11,,,1,1828-11-01
1828,12,,,1,1828-12-01
1829,1,,,1,1829-01-01
1829,2,,,1,1829-02-01
1829,3,,,1,1829-03-01
1829,4,,,1,1829-04-01
1829,5,,,1,1829-05-01
1829,6,,,1,1829-06-01
1829,7,,,1,1829-07-01
1829,8,,,1,1829-08-01
1829,9,,,1,1829-09-01
1829,10,,,1,1829-10-01
1829,11,,,1,1829-11-01
1829,12,,,1,1829-12-01
1830,1,,,1,1830-01-01
1830,2,,,1,1830-02-01
1830,3,,,1,1830-03-01
1830,4,,,1,1830-04-01
1830,5,,,1,1830-05-01
1830,6,,,1,1830-06-01
1830,7,,,1,1830-07-01
1830,8,,,1,1830-08-01
1830,9,22.061999999999998,1.603,1,1830-09-01
1830,10,,,1,1830-10-01
1830,11,12.8,2.075,1,1830-11-01
1830,12,6.75,2.2,1,1830-12-01
1831,1,,,1,1831-01-01
1831,2,,,1,1831-02-01
1831,3,,,1,1831-03-01
1831,4,,,1,1831-04-01
1831,5,,,1,1831-05-01
1831,6,,,1,1831-06-01
1831,7,,,1,1831-07-01
1831,8,26.16,1.797,1,1831-08-01
1831,9,22.244,1.874,1,1831-09-01
1831,10,16.514,1.687,1,1831-10-01
1831,11,10.243,2.088,1,1831-11-01
1831,12,4.724,2.933,1,1831-12-01
1832,1,2.657,1.971,1,1832-01-01
1832,2,3.367,2.414,1,1832-02-01
1832,3,8.521,1.87,1,1832-03-01
1832,4,14.186,1.799,1,1832-04-01
1832,5,19.002,1.907,1,1832-05-01
1832,6,23.698,2.076,1,1832-06-01
1832,7,27.360000000000003,2.462,1,1832-07-01
1832,8,26.545,2.171,1,1832-08-01
1832,9,22.275,1.768,1,1832-09-01
1832,10,17.147,1.653,1,1832-10-01
1832,11,10.264000000000001,1.883,1,1832-11-01
1832,12,3.8850000000000002,2.256,1,1832-12-01
1833,1,2.584,1.995,1,1833-01-01
1833,2,3.986,1.883,1,1833-02-01
1833,3,8.011000000000001,1.94,1,1833-03-01
1833,4,,,1,1833-04-01
1833,5,,,1,1833-05-01
1833,6,,,1,1833-06-01
1833,7,,,1,1833-07-01
1833,8,,,1,1833-08-01
1833,9,,,1,1833-09-01
1833,10,,,1,1833-10-01
1833,11,,,1,1833-11-01
1833,12,,,1,1833-12-01
1834,1,,,1,1834-01-01
1834,2,,,1,1834-02-01
1834,3,,,1,1834-03-01
1834,4,,,1,1834-04-01
1834,5,,,1,1834-05-01
1834,6,,,1,1834-06-01
1834,7,,,1,1834-07-01
1834,8,,,1,1834-08-01
1834,9,,,1,1834-09-01
1834,10,,,1,1834-10-01
1834,11,,,1,1834-11-01
1834,12,,,1,1834-12-01
1835,1,,,1,1835-01-01
1835,2,,,1,1835-02-01
1835,3,,,1,1835-03-01
1835,4,,,1,1835-04-01
1835,5,,,1,1835-05-01
1835,6,,,1,1835-06-01
1835,7,,,1,1835-07-01
1835,8,,,1,1835-08-01
1835,9,,,1,1835-09-01
1835,10,,,1,1835-10-01
1835,11,,,1,1835-11-01
1835,12,,,1,1835-12-01
1836,1,,,1,1836-01-01
1836,2,,,1,1836-02-01
1836,3,,,1,1836-03-01
1836,4,,,1,1836-04-01
1836,5,,,1,1836-05-01
1836,6,,,1,1836-06-01
1836,7,,,1,1836-07-01
1836,8,,,1,1836-08-01
1836,9,,,1,1836-09-01
1836,10,,,1,1836-10-01
1836,11,,,1,1836-11-01
1836,12,,,1,1836-12-01
1837,1,,,1,1837-01-01
1837,2,,,1,1837-02-01
1837,3,,,1,1837-03-01
1837,4,,,1,1837-04-01
1837,5,,,1,1837-05-01
1837,6,,,1,1837-06-01
1837,7,,,1,1837-07-01
1837,8,,,1,1837-08-01
1837,9,,,1,1837-09-01
1837,10,,,1,1837-10-01
1837,11,,,1,1837-11-01
1837,12,,,1,1837-12-01
1838,1,,,1,1838-01-01
1838,2,,,1,1838-02-01
1838,3,,,1,1838-03-01
1838,4,,,1,1838-04-01
1838,5,,,1,1838-05-01
1838,6,,,1,1838-06-01
1838,7,,,1,1838-07-01
1838,8,,,1,1838-08-01
1838,9,,,1,1838-09-01
1838,10,,,1,1838-10-01
1838,11,,,1,1838-11-01
1838,12,,,1,1838-12-01
1839,1,2.673,2.202,1,1839-01-01
1839,2,4.424,2.26,1,1839-02-01
1839,3,6.723000000000001,2.051,1,1839-03-01
1839,4,13.882000000000001,1.803,1,1839-04-01
1839,5,19.063,1.684,1,1839-05-01
1839,6,24.016,1.622,1,1839-06-01
1839,7,28.182000000000002,1.976,1,1839-07-01
1839,8,28.106,1.789,1,1839-08-01
1839,9,23.006,1.78,1,1839-09-01
1839,10,16.450999999999997,2.156,1,1839-10-01
1839,11,9.885000000000002,2.005,1,1839-11-01
1839,12,3.7710000000000004,2.224,1,1839-12-01
1840,1,3.236,2.196,1,1840-01-01
1840,2,3.6740000000000004,2.05,1,1840-02-01
1840,3,7.813000000000001,2.374,1,1840-03-01
1840,4,14.328000000000001,1.664,1,1840-04-01
1840,5,19.875999999999998,1.625,1,1840-05-01
1840,6,24.323,1.668,1,1840-06-01
1840,7,28.121000000000002,1.942,1,1840-07-01
1840,8,27.318,1.902,1,1840-08-01
1840,9,22.973999999999997,1.566,1,1840-09-01
1840,10,16.485999999999997,1.633,1,1840-10-01
1840,11,10.722000000000001,1.966,1,1840-11-01
1840,12,4.423,2.164,1,1840-12-01
1841,1,1.4570000000000003,2.421,1,1841-01-01
1841,2,3.084,1.821,1,1841-02-01
1841,3,6.958,1.599,1,1841-03-01
1841,4,13.408000000000001,2.057,1,1841-04-01
1841,5,19.052999999999997,1.231,1,1841-05-01
1841,6,22.78,2.682,1,1841-06-01
1841,7,27.847,1.864,1,1841-07-01
1841,8,26.988000000000003,1.834,1,1841-08-01
1841,9,22.336,1.426,1,1841-09-01
1841,10,16.828,1.512,1,1841-10-01
1841,11,10.647,1.875,1,1841-11-01
1841,12,4.591,2.784,1,1841-12-01
1842,1,2.374,2.434,1,1842-01-01
1842,2,4.062,1.73,1,1842-02-01
1842,3,9.352,1.729,1,1842-03-01
1842,4,14.515,1.68,1,1842-04-01
1842,5,18.997,1.439,1,1842-05-01
1842,6,23.748,1.83,1,1842-06-01
1842,7,26.637,1.874,1,1842-07-01
1842,8,26.988000000000003,1.585,1,1842-08-01
1842,9,22.834999999999997,1.526,1,1842-09-01
1842,10,16.383,1.697,1,1842-10-01
1842,11,10.482000000000001,1.724,1,1842-11-01
1842,12,6.488,1.804,1,1842-12-01
1843,1,3.619,1.818,1,1843-01-01
1843,2,5.719,1.934,1,1843-02-01
1843,3,8.327,2.64,1,1843-03-01
1843,4,14.31,1.694,1,1843-04-01
1843,5,18.256,1.475,1,1843-05-01
1843,6,23.426,1.465,1,1843-06-01
1843,7,27.142000000000003,1.877,1,1843-07-01
1843,8,27.278000000000002,1.43,1,1843-08-01
1843,9,22.961,1.533,1,1843-09-01
1843,10,16.480999999999998,1.897,1,1843-10-01
1843,11,10.685,1.717,1,1843-11-01
1843,12,6.316000000000001,2.308,1,1843-12-01
1844,1,2.486,2.458,1,1844-01-01
1844,2,4.344,2.523,1,1844-02-01
1844,3,9.205,1.871,1,1844-03-01
1844,4,13.532,1.566,1,1844-04-01
1844,5,18.401999999999997,1.273,1,1844-05-01
1844,6,23.516,1.317,1,1844-06-01
1844,7,27.025000000000002,1.59,1,1844-07-01
1844,8,27.439,1.449,1,1844-08-01
1844,9,22.558,1.373,1,1844-09-01
1844,10,17.419999999999998,1.353,1,1844-10-01
1844,11,11.289000000000001,2.472,1,1844-11-01
1844,12,4.658,1.854,1,1844-12-01
1845,1,3.89,1.875,1,1845-01-01
1845,2,4.611,2.337,1,1845-02-01
1845,3,9.055000000000001,1.225,1,1845-03-01
1845,4,14.175,1.251,1,1845-04-01
1845,5,19.897,1.598,1,1845-05-01
1845,6,24.996,1.616,1,1845-06-01
1845,7,28.121000000000002,1.498,1,1845-07-01
1845,8,27.267000000000003,1.307,1,1845-08-01
1845,9,22.811,1.588,1,1845-09-01
1845,10,16.455,1.413,1,1845-10-01
1845,11,10.411000000000001,1.937,1,1845-11-01
1845,12,2.9120000000000004,2.126,1,1845-12-01
1846,1,2.652,4.188,1,1846-01-01
1846,2,5.18,2.405,1,1846-02-01
1846,3,8.527000000000001,1.428,1,1846-03-01
1846,4,14.144,2.256,1,1846-04-01
1846,5,18.008999999999997,1.357,1,1846-05-01
1846,6,24.291,1.347,1,1846-06-01
1846,7,27.973000000000003,1.247,1,1846-07-01
1846,8,28.395000000000003,1.039,1,1846-08-01
1846,9,24.485999999999997,1.588,1,1846-09-01
1846,10,17.554,1.947,1,1846-10-01
1846,11,10.448,1.655,1,1846-11-01
1846,12,6.777,1.863,1,1846-12-01
1847,1,3.176,2.265,1,1847-01-01
1847,2,3.547,3.034,1,1847-02-01
1847,3,9.439,3.549,1,1847-03-01
1847,4,15.195,1.628,1,1847-04-01
1847,5,18.840999999999998,1.371,1,1847-05-01
1847,6,23.169999999999998,1.565,1,1847-06-01
1847,7,28.078000000000003,1.522,1,1847-07-01
1847,8,26.898000000000003,2.225,1,1847-08-01
1847,9,23.854999999999997,1.247,1,1847-09-01
1847,10,17.055,0.795,1,1847-10-01
1847,11,13.147,1.455,1,1847-11-01
1847,12,5.795,2.252,1,1847-12-01
1848,1,2.0620000000000003,1.846,1,1848-01-01
1848,2,3.851,2.698,1,1848-02-01
1848,3,8.848,0.944,1,1848-03-01
1848,4,13.098,2.073,1,1848-04-01
1848,5,20.305999999999997,1.456,1,1848-05-01
1848,6,23.235,1.954,1,1848-06-01
1848,7,27.157,2.263,1,1848-07-01
1848,8,26.018,2.099,1,1848-08-01
1848,9,22.939999999999998,0.875,1,1848-09-01
1848,10,16.965999999999998,1.063,1,1848-10-01
1848,11,9.088000000000001,2.173,1,1848-11-01
1848,12,5.964,1.58,1,1848-12-01
1849,1,3.141,1.629,1,1849-01-01
1849,2,6.96,2.044,1,1849-02-01
1849,3,9.321000000000002,1.46,1,1849-03-01
1849,4,13.016,1.122,1,1849-04-01
1849,5,18.962999999999997,1.602,1,1849-05-01
1849,6,22.939999999999998,2.188,1,1849-06-01
1849,7,26.41,1.816,1,1849-07-01
1849,8,27.622,1.215,1,1849-08-01
1849,9,23.596,0.869,1,1849-09-01
1849,10,17.008,1.296,1,1849-10-01
1849,11,10.106000000000002,2.205,1,1849-11-01
1849,12,5.353000000000001,1.423,1,1849-12-01
1850,1,2.693,2.017,1,1850-01-01
1850,2,4.075,1.998,1,1850-02-01
1850,3,9.453000000000001,1.227,1,1850-03-01
1850,4,12.951,1.527,1,1850-04-01
1850,5,20.055,2.579,1,1850-05-01
1850,6,24.037,1.454,1,1850-06-01
1850,7,27.344,1.091,1,1850-07-01
1850,8,27.746000000000002,2.217,1,1850-08-01
1850,9,23.069999999999997,0.893,1,1850-09-01
1850,10,18.034999999999997,2.87,1,1850-10-01
1850,11,10.917,3.366,1,1850-11-01
1850,12,5.885000000000001,3.037,1,1850-12-01
1851,1,4.17,1.59,1,1851-01-01
1851,2,4.867,1.713,1,1851-02-01
1851,3,8.0,1.719,1,1851-03-01
1851,4,12.503,1.525,1,1851-04-01
1851,5,18.549,1.378,1,1851-05-01
1851,6,23.558,2.076,1,1851-06-01
1851,7,27.803,0.704,1,1851-07-01
1851,8,27.386000000000003,0.876,1,1851-08-01
1851,9,22.233999999999998,1.067,1,1851-09-01
1851,10,15.587999999999997,2.623,1,1851-10-01
1851,11,12.021,2.264,1,1851-11-01
1851,12,5.114000000000001,1.831,1,1851-12-01
1852,1,2.729,1.618,1,1852-01-01
1852,2,2.888,2.249,1,1852-02-01
1852,3,7.127000000000001,1.077,1,1852-03-01
1852,4,13.099,1.292,1,1852-04-01
1852,5,19.817,1.771,1,1852-05-01
1852,6,25.441,2.119,1,1852-06-01
1852,7,29.346,1.497,1,1852-07-01
1852,8,27.356,1.223,1,1852-08-01
1852,9,22.480999999999998,1.011,1,1852-09-01
1852,10,17.901999999999997,0.901,1,1852-10-01
1852,11,11.401,2.841,1,1852-11-01
1852,12,4.556,1.832,1,1852-12-01
1853,1,2.1510000000000002,1.4,1,1853-01-01
1853,2,3.1870000000000003,2.652,1,1853-02-01
1853,3,9.48,1.548,1,1853-03-01
1853,4,14.08,0.758,1,1853-04-01
1853,5,19.586,0.772,1,1853-05-01
1853,6,24.962,0.864,1,1853-06-01
1853,7,29.533,1.624,1,1853-07-01
1853,8,27.256,2.487,1,1853-08-01
1853,9,24.037999999999997,0.838,1,1853-09-01
1853,10,17.142,2.258,1,1853-10-01
1853,11,12.425,1.347,1,1853-11-01
1853,12,5.343,1.769,1,1853-12-01
1854,1,4.176,3.349,1,1854-01-01
1854,2,3.071,1.056,1,1854-02-01
1854,3,8.615,1.407,1,1854-03-01
1854,4,13.751000000000001,1.3,1,1854-04-01
1854,5,20.287999999999997,0.692,1,1854-05-01
1854,6,24.365,0.963,1,1854-06-01
1854,7,28.764000000000003,1.128,1,1854-07-01
1854,8,28.372,0.77,1,1854-08-01
1854,9,23.2,0.711,1,1854-09-01
1854,10,17.241,1.951,1,1854-10-01
1854,11,11.242,1.287,1,1854-11-01
1854,12,5.746,2.949,1,1854-12-01
1855,1,0.5890000000000004,1.601,1,1855-01-01
1855,2,4.297000000000001,2.336,1,1855-02-01
1855,3,8.959000000000001,0.988,1,1855-03-01
1855,4,14.656,2.261,1,1855-04-01
1855,5,20.628,1.122,1,1855-05-01
1855,6,24.336,1.051,1,1855-06-01
1855,7,28.560000000000002,1.049,1,1855-07-01
1855,8,27.452,0.932,1,1855-08-01
1855,9,23.458,0.924,1,1855-09-01
1855,10,17.337,1.889,1,1855-10-01
1855,11,11.185,1.471,1,1855-11-01
1855,12,6.503,2.894,1,1855-12-01
1856,1,0.4560000000000004,3.711,1,1856-01-01
1856,2,2.8070000000000004,1.274,1,1856-02-01
1856,3,8.655000000000001,0.889,1,1856-03-01
1856,4,14.342,1.15,1,1856-04-01
1856,5,19.956,2.284,1,1856-05-01
1856,6,23.988,1.649,1,1856-06-01
1856,7,28.728,2.603,1,1856-07-01
1856,8,28.196,2.934,1,1856-08-01
1856,9,24.096,2.391,1,1856-09-01
1856,10,16.915,1.482,1,1856-10-01
1856,11,11.535,2.494,1,1856-11-01
1856,12,5.765000000000001,1.384,1,1856-12-01
1857,1,2.7590000000000003,1.39,1,1857-01-01
1857,2,5.55,2.577,1,1857-02-01
1857,3,9.307,1.004,1,1857-03-01
1857,4,15.234,2.981,1,1857-04-01
1857,5,18.947999999999997,1.3,1,1857-05-01
1857,6,24.781,2.885,1,1857-06-01
1857,7,28.518,1.977,1,1857-07-01
1857,8,27.405,1.531,1,1857-08-01
1857,9,22.705,1.042,1,1857-09-01
1857,10,17.613,2.196,1,1857-10-01
1857,11,10.789000000000001,1.288,1,1857-11-01
1857,12,6.518000000000001,1.316,1,1857-12-01
1858,1,3.5290000000000004,1.472,1,1858-01-01
1858,2,4.711,1.842,1,1858-02-01
1858,3,8.57,0.762,1,1858-03-01
1858,4,14.335,1.872,1,1858-04-01
1858,5,18.971999999999998,1.015,1,1858-05-01
1858,6,24.208,1.083,1,1858-06-01
1858,7,27.711000000000002,1.074,1,1858-07-01
1858,8,26.03,2.366,1,1858-08-01
1858,9,23.529,1.019,1,1858-09-01
1858,10,16.965,1.328,1,1858-10-01
1858,11,10.717,1.427,1,1858-11-01
1858,12,5.573,0.877,1,1858-12-01
1859,1,2.7510000000000003,1.238,1,1859-01-01
1859,2,4.003,1.125,1,1859-02-01
1859,3,8.072000000000001,0.961,1,1859-03-01
1859,4,16.074,2.506,1,1859-04-01
1859,5,20.397,1.067,1,1859-05-01
1859,6,25.285,1.168,1,1859-06-01
1859,7,27.42,1.02,1,1859-07-01
1859,8,27.860000000000003,0.93,1,1859-08-01
1859,9,23.218,0.692,1,1859-09-01
1859,10,17.43,1.235,1,1859-10-01
1859,11,10.343,2.249,1,1859-11-01
1859,12,4.235,2.058,1,1859-12-01
1860,1,2.3470000000000004,1.144,1,1860-01-01
1860,2,5.152,2.16,1,1860-02-01
1860,3,7.090000000000001,2.746,1,1860-03-01
1860,4,14.149000000000001,1.296,1,1860-04-01
1860,5,18.105999999999998,1.819,1,1860-05-01
1860,6,24.079,0.973,1,1860-06-01
1860,7,26.976000000000003,1.796,1,1860-07-01
1860,8,27.578000000000003,1.088,1,1860-08-01
1860,9,23.351,1.333,1,1860-09-01
1860,10,16.223,2.81,1,1860-10-01
1860,11,9.293000000000001,2.385,1,1860-11-01
1860,12,5.7860000000000005,1.723,1,1860-12-01
1861,1,1.2900000000000003,1.977,1,1861-01-01
1861,2,2.649,1.471,1,1861-02-01
1861,3,8.120000000000001,1.658,1,1861-03-01
1861,4,14.764000000000001,1.923,1,1861-04-01
1861,5,19.192,1.371,1,1861-05-01
1861,6,24.195,0.698,1,1861-06-01
1861,7,28.836000000000002,2.44,1,1861-07-01
1861,8,28.421000000000003,1.142,1,1861-08-01
1861,9,22.095,2.172,1,1861-09-01
1861,10,17.101999999999997,0.785,1,1861-10-01
1861,11,11.108,1.393,1,1861-11-01
1861,12,4.8340000000000005,1.501,1,1861-12-01
1862,1,-0.21299999999999963,3.363,1,1862-01-01
1862,2,1.7430000000000003,2.736,1,1862-02-01
1862,3,6.744000000000001,2.106,1,1862-03-01
1862,4,13.466000000000001,1.908,1,1862-04-01
1862,5,19.851999999999997,1.03,1,1862-05-01
1862,6,24.525,1.171,1,1862-06-01
1862,7,28.129,1.433,1,1862-07-01
1862,8,26.310000000000002,2.493,1,1862-08-01
1862,9,23.107999999999997,1.036,1,1862-09-01
1862,10,16.500999999999998,1.133,1,1862-10-01
1862,11,8.974,2.785,1,1862-11-01
1862,12,3.2960000000000003,2.215,1,1862-12-01
1863,1,3.5130000000000003,1.491,1,1863-01-01
1863,2,6.013,3.247,1,1863-02-01
1863,3,8.667000000000002,1.255,1,1863-03-01
1863,4,12.325000000000001,3.3,1,1863-04-01
1863,5,18.253999999999998,2.806,1,1863-05-01
1863,6,24.195,1.287,1,1863-06-01
1863,7,29.674000000000003,2.988,1,1863-07-01
1863,8,27.139000000000003,1.599,1,1863-08-01
1863,9,22.494999999999997,1.285,1,1863-09-01
1863,10,15.640999999999998,2.005,1,1863-10-01
1863,11,9.748000000000001,3.351,1,1863-11-01
1863,12,4.571000000000001,2.596,1,1863-12-01
1864,1,0.6550000000000002,2.889,1,1864-01-01
1864,2,2.7540000000000004,3.064,1,1864-02-01
1864,3,6.545000000000001,3.476,1,1864-03-01
1864,4,13.641,1.876,1,1864-04-01
1864,5,18.685,2.122,1,1864-05-01
1864,6,23.694,1.739,1,1864-06-01
1864,7,28.284000000000002,1.348,1,1864-07-01
1864,8,27.079,1.621,1,1864-08-01
1864,9,22.703,1.091,1,1864-09-01
1864,10,18.208,2.033,1,1864-10-01
1864,11,10.992,1.553,1,1864-11-01
1864,12,4.265000000000001,1.212,1,1864-12-01
1865,1,4.21,1.655,1,1865-01-01
1865,2,5.295,1.656,1,1865-02-01
1865,3,8.656,1.484,1,1865-03-01
1865,4,14.902000000000001,1.282,1,1865-04-01
1865,5,19.976999999999997,1.119,1,1865-05-01
1865,6,24.829,1.244,1,1865-06-01
1865,7,27.888,1.827,1,1865-07-01
1865,8,28.556,1.279,1,1865-08-01
1865,9,24.084999999999997,1.37,1,1865-09-01
1865,10,17.439999999999998,1.177,1,1865-10-01
1865,11,10.744,1.845,1,1865-11-01
1865,12,4.554,2.267,1,1865-12-01
1866,1,3.438,1.928,1,1866-01-01
1866,2,4.74,2.826,1,1866-02-01
1866,3,8.579,2.164,1,1866-03-01
1866,4,12.466000000000001,2.376,1,1866-04-01
1866,5,19.904999999999998,1.466,1,1866-05-01
1866,6,23.383,1.223,1,1866-06-01
1866,7,28.55,1.262,1,1866-07-01
1866,8,29.212000000000003,1.703,1,1866-08-01
1866,9,22.805,1.422,1,1866-09-01
1866,10,17.415,0.872,1,1866-10-01
1866,11,10.757000000000001,1.842,1,1866-11-01
1866,12,6.292000000000001,1.261,1,1866-12-01
1867,1,2.8040000000000003,1.571,1,1867-01-01
1867,2,4.809,2.469,1,1867-02-01
1867,3,10.223,2.336,1,1867-03-01
1867,4,14.882000000000001,1.104,1,1867-04-01
1867,5,19.656,1.137,1,1867-05-01
1867,6,25.012,1.296,1,1867-06-01
1867,7,28.493000000000002,1.712,1,1867-07-01
1867,8,27.982000000000003,1.124,1,1867-08-01
1867,9,22.941,2.3,1,1867-09-01
1867,10,18.505999999999997,1.022,1,1867-10-01
1867,11,10.924000000000001,2.828,1,1867-11-01
1867,12,6.898000000000001,1.513,1,1867-12-01
1868,1,3.7940000000000005,1.658,1,1868-01-01
1868,2,5.1450000000000005,1.513,1,1868-02-01
1868,3,8.512,1.804,1,1868-03-01
1868,4,14.664,1.724,1,1868-04-01
1868,5,19.407,1.406,1,1868-05-01
1868,6,24.201,1.208,1,1868-06-01
1868,7,28.656000000000002,1.036,1,1868-07-01
1868,8,27.808,0.935,1,1868-08-01
1868,9,23.735,1.285,1,1868-09-01
1868,10,18.369,1.603,1,1868-10-01
1868,11,11.871,1.458,1,1868-11-01
1868,12,6.24,2.344,1,1868-12-01
1869,1,3.862,1.861,1,1869-01-01
1869,2,5.657,1.843,1,1869-02-01
1869,3,8.683,1.737,1,1869-03-01
1869,4,13.597000000000001,1.195,1,1869-04-01
1869,5,20.462999999999997,1.211,1,1869-05-01
1869,6,25.022,1.225,1,1869-06-01
1869,7,28.725,1.547,1,1869-07-01
1869,8,28.412000000000003,1.403,1,1869-08-01
1869,9,24.360999999999997,1.075,1,1869-09-01
1869,10,18.421,1.363,1,1869-10-01
1869,11,10.894,1.088,1,1869-11-01
1869,12,6.090000000000001,1.951,1,1869-12-01
1870,1,3.003,1.577,1,1870-01-01
1870,2,4.274,2.337,1,1870-02-01
1870,3,9.888000000000002,2.077,1,1870-03-01
1870,4,15.34,1.585,1,1870-04-01
1870,5,20.102999999999998,1.313,1,1870-05-01
1870,6,25.437,2.189,1,1870-06-01
1870,7,28.663,1.258,1,1870-07-01
1870,8,28.105,1.338,1,1870-08-01
1870,9,24.043,0.982,1,1870-09-01
1870,10,18.558999999999997,1.784,1,1870-10-01
1870,11,11.141,1.396,1,1870-11-01
1870,12,5.626,1.308,1,1870-12-01
1871,1,3.491,0.978,1,1871-01-01
1871,2,4.773000000000001,2.564,1,1871-02-01
1871,3,9.82,1.719,1,1871-03-01
1871,4,14.854000000000001,2.484,1,1871-04-01
1871,5,20.697,1.392,1,1871-05-01
1871,6,25.727999999999998,1.885,1,1871-06-01
1871,7,29.42,2.234,1,1871-07-01
1871,8,28.84,1.479,1,1871-08-01
1871,9,24.660999999999998,2.712,1,1871-09-01
1871,10,19.031999999999996,1.797,1,1871-10-01
1871,11,11.061,1.873,1,1871-11-01
1871,12,3.244,1.181,1,1871-12-01
1872,1,2.704,1.593,1,1872-01-01
1872,2,2.957,1.511,1,1872-02-01
1872,3,9.405000000000001,1.061,1,1872-03-01
1872,4,15.677,1.387,1,1872-04-01
1872,5,20.374,1.213,1,1872-05-01
1872,6,23.503999999999998,1.78,1,1872-06-01
1872,7,29.974,1.556,1,1872-07-01
1872,8,28.386000000000003,0.778,1,1872-08-01
1872,9,23.65,0.845,1,1872-09-01
1872,10,17.837,0.955,1,1872-10-01
1872,11,11.450000000000001,0.711,1,1872-11-01
1872,12,7.7700000000000005,1.735,1,1872-12-01
1873,1,2.2670000000000003,1.7,1,1873-01-01
1873,2,4.679,1.903,1,1873-02-01
1873,3,7.950000000000001,0.757,1,1873-03-01
1873,4,15.913,2.856,1,1873-04-01
1873,5,20.233999999999998,0.895,1,1873-05-01
1873,6,23.848,1.425,1,1873-06-01
1873,7,28.863000000000003,1.658,1,1873-07-01
1873,8,27.428,0.602,1,1873-08-01
1873,9,23.950999999999997,1.516,1,1873-09-01
1873,10,17.083,0.94,1,1873-10-01
1873,11,11.839,1.354,1,1873-11-01
1873,12,7.0600000000000005,1.582,1,1873-12-01
1874,1,1.4190000000000003,1.692,1,1874-01-01
1874,2,4.659,1.127,1,1874-02-01
1874,3,7.797000000000001,2.009,1,1874-03-01
1874,4,14.812000000000001,1.0,1,1874-04-01
1874,5,19.639999999999997,2.569,1,1874-05-01
1874,6,26.217,1.539,1,1874-06-01
1874,7,28.324,1.25,1,1874-07-01
1874,8,28.064,0.896,1,1874-08-01
1874,9,23.944,0.892,1,1874-09-01
1874,10,18.165,0.77,1,1874-10-01
1874,11,10.055,1.838,1,1874-11-01
1874,12,6.797000000000001,1.003,1,1874-12-01
1875,1,2.423,0.787,1,1875-01-01
1875,2,4.565,1.282,1,1875-02-01
1875,3,10.361,0.766,1,1875-03-01
1875,4,13.68,0.799,1,1875-04-01
1875,5,20.959999999999997,1.151,1,1875-05-01
1875,6,24.27,1.623,1,1875-06-01
1875,7,29.153000000000002,1.867,1,1875-07-01
1875,8,28.508000000000003,3.297,1,1875-08-01
1875,9,23.43,1.41,1,1875-09-01
1875,10,17.848999999999997,0.987,1,1875-10-01
1875,11,10.954,1.24,1,1875-11-01
1875,12,3.277,1.122,1,1875-12-01
1876,1,1.5280000000000002,1.545,1,1876-01-01
1876,2,5.423,1.369,1,1876-02-01
1876,3,9.324000000000002,1.809,1,1876-03-01
1876,4,14.349,1.29,1,1876-04-01
1876,5,20.363999999999997,1.12,1,1876-05-01
1876,6,23.987,2.873,1,1876-06-01
1876,7,28.0,1.093,1,1876-07-01
1876,8,28.200000000000003,1.427,1,1876-08-01
1876,9,24.023,1.075,1,1876-09-01
1876,10,18.471999999999998,0.869,1,1876-10-01
1876,11,10.504000000000001,0.69,1,1876-11-01
1876,12,6.328,2.036,1,1876-12-01
1877,1,3.2,1.576,1,1877-01-01
1877,2,3.209,0.615,1,1877-02-01
1877,3,8.48,0.832,1,1877-03-01
1877,4,15.597000000000001,1.692,1,1877-04-01
1877,5,20.22,2.03,1,1877-05-01
1877,6,24.819,1.624,1,1877-06-01
1877,7,28.102,2.503,1,1877-07-01
1877,8,26.91,2.713,1,1877-08-01
1877,9,24.919999999999998,2.031,1,1877-09-01
1877,10,16.450999999999997,1.094,1,1877-10-01
1877,11,11.612,1.3,1,1877-11-01
1877,12,5.844,1.441,1,1877-12-01
1878,1,0.504,2.128,1,1878-01-01
1878,2,3.553,1.019,1,1878-02-01
1878,3,9.547,0.962,1,1878-03-01
1878,4,14.615,2.078,1,1878-04-01
1878,5,19.546999999999997,1.59,1,1878-05-01
1878,6,24.45,0.928,1,1878-06-01
1878,7,28.719,1.015,1,1878-07-01
1878,8,27.804000000000002,0.789,1,1878-08-01
1878,9,24.363999999999997,2.075,1,1878-09-01
1878,10,18.613999999999997,1.336,1,1878-10-01
1878,11,11.674000000000001,1.028,1,1878-11-01
1878,12,4.8180000000000005,0.903,1,1878-12-01
1879,1,3.1460000000000004,1.071,1,1879-01-01
